11:39:33.040.829490,1625,225,900,625,900,194530,194525,191630,190430,189975,203940,203945,203955,203965,203975,50,100,50,75,25,194530,194530,194530,194530,75,0,1361025000,1360755573,204115050
11:41:15.893.795368,250,75,25,100,75,199855,199850,199840,199830,199825,202975,202980,203010,203020,203030,25,250,75,25,100,202975,202975,202975,202975,100,200,1361025000,1360755675,205449490
14:23:21.367.213530,50,900,625,900,900,203490,194670,194475,194425,194260,206410,206415,206425,206435,206445,25,25,75,225,100,203490,203490,203490,203490,125,200,1361025000,1360765401,370994684
14:25:36.392.549220,175,300,250,100,1025,197210,197205,197195,197190,197185,206895,206900,206910,206920,206930,275,300,250,100,900,197210,197210,197210,197210,200,200,1361025000,1360765536,372919565
15:16:19.726.339486,900,900,625,900,500,195125,194730,194145,193565,190265,211335,211340,211350,211355,211360,750,75,175,850,75,203750,203750,203750,203750,350,300,1361025000,1360768579,433733930
15:19:08.123.316055,50,75,300,50,900,204055,197310,197305,197300,195125,205065,205070,205075,212240,212250,50,100,75,75,900,204085,204085,204085,204085,375,300,1361025000,1360768748,436994396
